Order_Date,Ship_Mode,Segment,City,State,Country,Orders_Market,Orders_Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Person,People_Region,Order_ID,Market
2014-09-02T00:00:00.000Z,Standard Class,Consumer,JUÁREZ,Chihuahua,MEXICO,LATAM,North,Office Supplies,Storage,"Smead Lockers, Wire Frame",394.98,3,0.0,15.78,32.81,High,Jack Lebron,North,MX-2014-162355,LATAM
2014-07-03T00:00:00.000Z,Standard Class,Consumer,VELLETRI,Lazio,ITALY,EU,South,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",435.51,9,0.0,0.0,32.66,Medium,Chuck Magee,South,ES-2014-1651774,EU
2014-06-09T00:00:00.000Z,Standard Class,Home Office,ROME,Lazio,ITALY,EU,South,Office Supplies,Binders,"Cardinal Binding Machine, Durable",461.43,9,0.0,161.46,32.49,Medium,Chuck Magee,South,ES-2014-2979530,EU
2014-10-08T00:00:00.000Z,Standard Class,Consumer,LIMA,Lima (city),PERU,LATAM,South,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",196.704,4,0.4,-72.176,32.44,High,Chuck Magee,South,US-2014-167500,LATAM
2013-02-15T00:00:00.000Z,Standard Class,Home Office,MAGDEBURG,Saxony-Anhalt,GERMANY,EU,Central,Office Supplies,Paper,"Eaton Message Books, Multicolor",307.86,14,0.0,141.54,32.29,Medium,Anna Andreadi,Central,ES-2013-1906012,EU
2013-08-16T00:00:00.000Z,Second Class,Corporate,DAQING,Heilongjiang,CHINA,APAC,North Asia,Office Supplies,Supplies,"Stiletto Shears, Easy Grip",248.55,5,0.0,79.5,32.28,High,Shirley Daniels,North Asia,IN-2013-35087,APAC
2014-05-19T00:00:00.000Z,First Class,Consumer,SANTO DOMINGO,Santo Domingo,DOMINICAN REPUBLIC,LATAM,Caribbean,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor",239.184,9,0.2,38.844,32.21,Medium,Giulietta Dortch,Caribbean,MX-2014-103919,LATAM
2014-08-28T00:00:00.000Z,Second Class,Corporate,INGLEWOOD,California,UNITED STATES,US,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,32.16,Medium,Matt Collister,West,CA-2014-161956,United States
2013-09-16T00:00:00.000Z,First Class,Corporate,VALENCIA,Valenciana,SPAIN,EU,South,Office Supplies,Supplies,"Elite Box Cutter, Easy Grip",109.53,3,0.0,16.38,31.81,Critical,Chuck Magee,South,ES-2013-5246295,EU
2014-04-10T00:00:00.000Z,First Class,Consumer,VILLA NUEVA,Guatemala,GUATEMALA,LATAM,Central,Office Supplies,Binders,"Ibico Binding Machine, Economy",137.12,4,0.0,52.08,31.65,Critical,Anna Andreadi,Central,MX-2014-131268,LATAM
2014-08-13T00:00:00.000Z,Standard Class,Consumer,GUWAHATI,Assam,INDIA,APAC,Central Asia,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",807.84,3,0.0,250.38,31.63,Medium,Nora Preis,Central Asia,IN-2014-69205,APAC
2014-05-19T00:00:00.000Z,Second Class,Consumer,CÚCUTA,Norte de Santander,COLOMBIA,LATAM,South,Technology,Phones,"Motorola Speaker Phone, Full Size",262.14,3,0.0,5.22,31.62,High,Chuck Magee,South,MX-2014-117240,LATAM
2014-08-30T00:00:00.000Z,Standard Class,Corporate,GLASGOW,Scotland,UNITED KINGDOM,EU,North,Office Supplies,Supplies,"Fiskars Shears, Steel",329.28,7,0.0,95.34,31.59,High,Jack Lebron,North,ES-2014-5444511,EU
2013-12-12T00:00:00.000Z,Second Class,Consumer,AURORA,Colorado,UNITED STATES,US,West,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768,31.51,High,Matt Collister,West,US-2013-135720,United States
2014-07-18T00:00:00.000Z,Standard Class,Home Office,ROME,New York,UNITED STATES,US,East,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0.0,67.495,31.43,Medium,Kelly Williams,East,US-2014-105046,United States
2014-03-04T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877000000001,31.31,Medium,Matt Collister,West,CA-2014-117513,United States
2014-06-05T00:00:00.000Z,Second Class,Home Office,HUEHUETENANGO,Huehuetenango,GUATEMALA,LATAM,Central,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two",309.12,1,0.0,27.82,31.21,High,Anna Andreadi,Central,MX-2014-164434,LATAM
2013-08-12T00:00:00.000Z,Standard Class,Corporate,RIZHAO,Shandong,CHINA,APAC,North Asia,Technology,Copiers,"HP Personal Copier, Digital",495.72,4,0.0,54.48,30.91,Medium,Shirley Daniels,North Asia,IN-2013-64578,APAC
2014-09-12T00:00:00.000Z,Second Class,Corporate,SANTA ANA,California,UNITED STATES,US,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994,30.67,High,Matt Collister,West,CA-2014-166898,United States
2014-06-20T00:00:00.000Z,Second Class,Corporate,STOCKHOLM,Stockholm,SWEDEN,EU,North,Technology,Phones,"Samsung Speaker Phone, Full Size",249.06,4,0.5,-129.54,30.54,High,Jack Lebron,North,IT-2014-1147467,EU
2013-10-25T00:00:00.000Z,Standard Class,Home Office,SAN FRANCISCO,California,UNITED STATES,US,West,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450.0,5,0.0,162.0,30.43,Medium,Matt Collister,West,CA-2013-118311,United States
2013-10-14T00:00:00.000Z,Standard Class,Corporate,TUXTLA GUTIÉRREZ,Chiapas,MEXICO,LATAM,North,Furniture,Bookcases,"Dania Corner Shelving, Mobile",265.792,4,0.2,23.232,30.34,High,Jack Lebron,North,MX-2013-110135,LATAM
2014-07-16T00:00:00.000Z,Standard Class,Consumer,WILMINGTON,Delaware,UNITED STATES,US,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,30.32,Medium,Kelly Williams,East,CA-2014-166142,United States
2014-01-14T00:00:00.000Z,Second Class,Home Office,FLORENCE,Tuscany,ITALY,EU,South,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",358.992,6,0.6,-251.388,30.31,Medium,Chuck Magee,South,IT-2014-2277753,EU
2013-11-06T00:00:00.000Z,Standard Class,Consumer,MATARAM,Nusa Tenggara Barat,INDONESIA,APAC,Southeast Asia,Technology,Phones,"Cisco Office Telephone, Full Size",610.6725,9,0.17,110.3625,30.22,Medium,Alejandro Ballentine,Southeast Asia,ID-2013-64970,APAC
2013-11-12T00:00:00.000Z,First Class,Consumer,MEXICO CITY,Distrito Federal,MEXICO,LATAM,North,Furniture,Chairs,"SAFCO Chairmat, Black",153.04,5,0.2,-3.86,30.15,High,Jack Lebron,North,MX-2013-111073,LATAM
2014-02-28T00:00:00.000Z,Standard Class,Consumer,HEILBRONN,Baden-Württemberg,GERMANY,EU,Central,Technology,Machines,"Panasonic Calculator, Red",332.01,7,0.0,112.77,30.02,Medium,Anna Andreadi,Central,ES-2014-2557751,EU
2013-09-03T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4363999999999,29.93,Medium,Matt Collister,West,CA-2013-126732,United States
2013-10-22T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0.0,3.40919999999998,29.78,Medium,Matt Collister,West,CA-2013-161746,United States
2014-07-03T00:00:00.000Z,Standard Class,Corporate,LAS TUNAS,Las Tunas,CUBA,LATAM,Caribbean,Furniture,Bookcases,"Safco Corner Shelving, Traditional",398.56,4,0.0,179.28,29.7,Medium,Giulietta Dortch,Caribbean,MX-2014-151134,LATAM
2014-10-29T00:00:00.000Z,Standard Class,Consumer,SURUBIM,Pernambuco,BRAZIL,LATAM,South,Technology,Machines,"Panasonic Inkjet, White",165.6,2,0.6,-202.88,29.53,High,Chuck Magee,South,US-2014-160745,LATAM
2014-02-05T00:00:00.000Z,Standard Class,Corporate,BUNBURY,Western Australia,AUSTRALIA,APAC,Oceania,Office Supplies,Binders,"Avery Binding Machine, Economy",571.428,13,0.1,25.038,29.43,Medium,Anthony Jacobs,Oceania,IN-2014-46665,APAC
2013-07-19T00:00:00.000Z,Standard Class,Corporate,DENVER,Colorado,UNITED STATES,US,West,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,29.41,Medium,Matt Collister,West,CA-2013-114727,United States
2013-04-05T00:00:00.000Z,First Class,Consumer,CLAMART,Ile-de-France,FRANCE,EU,Central,Technology,Machines,"StarTech Card Printer, Red",136.5525,1,0.15,-6.4275,29.38,Medium,Anna Andreadi,Central,ES-2013-1706935,EU
2014-09-21T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646,3,0.1,18.1764,29.25,Medium,Kelly Williams,East,CA-2014-100111,United States
2013-03-01T00:00:00.000Z,Standard Class,Corporate,SANMING,Fujian,CHINA,APAC,North Asia,Technology,Copiers,"Sharp Personal Copier, Laser",360.0,3,0.0,133.2,29.14,Medium,Shirley Daniels,North Asia,IN-2013-51775,APAC
2014-04-29T00:00:00.000Z,Same Day,Corporate,ELX,Valenciana,SPAIN,EU,South,Furniture,Furnishings,"Rubbermaid Clock, Durable",94.38,2,0.0,33.96,29.12,Critical,Chuck Magee,South,ES-2014-1873734,EU
2014-05-26T00:00:00.000Z,First Class,Consumer,DEWAS,Madhya Pradesh,INDIA,APAC,Central Asia,Office Supplies,Appliances,"Hamilton Beach Microwave, White",280.65,1,0.0,0.0,29.08,Critical,Nora Preis,Central Asia,IN-2014-14003,APAC
2014-08-28T00:00:00.000Z,Second Class,Corporate,INGLEWOOD,California,UNITED STATES,US,West,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745,29.01,Medium,Matt Collister,West,CA-2014-161956,United States
2014-08-08T00:00:00.000Z,Second Class,Consumer,HIMEJI,Hyogo,JAPAN,APAC,North Asia,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",152.4,5,0.0,42.6,28.97,High,Shirley Daniels,North Asia,IN-2014-41093,APAC
2014-07-24T00:00:00.000Z,Second Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Technology,Phones,"Samsung Office Telephone, Full Size",199.53,3,0.0,15.93,28.75,High,Shirley Daniels,North Asia,IN-2014-62275,APAC
2014-03-20T00:00:00.000Z,Second Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Art,"Stanley Markers, Water Color",228.42,9,0.0,43.2,28.62,High,Shirley Daniels,North Asia,IN-2014-75855,APAC
2014-11-27T00:00:00.000Z,First Class,Consumer,UTRECHT,Utrecht,NETHERLANDS,EU,Central,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",158.13,7,0.5,-63.42,28.52,High,Anna Andreadi,Central,ES-2014-4535588,EU
2014-05-13T00:00:00.000Z,Second Class,Home Office,TABOÃO DA SERRA,São Paulo,BRAZIL,LATAM,South,Technology,Phones,"Cisco Speaker Phone, VoIP",184.76,2,0.0,40.64,28.45,High,Chuck Magee,South,MX-2014-114545,LATAM
2013-08-26T00:00:00.000Z,Standard Class,Home Office,LUOYANG,Fujian,CHINA,APAC,North Asia,Furniture,Furnishings,"Tenex Door Stop, Black",307.23,7,0.0,21.42,28.42,Medium,Shirley Daniels,North Asia,IN-2013-27828,APAC
2014-12-16T00:00:00.000Z,Standard Class,Corporate,DEPOK,Jawa Barat,INDONESIA,APAC,Southeast Asia,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",322.1271,3,0.27,-4.48289999999999,28.35,Medium,Alejandro Ballentine,Southeast Asia,ID-2014-71403,APAC
2014-05-05T00:00:00.000Z,Second Class,Home Office,KULTI,West Bengal,INDIA,APAC,Central Asia,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",277.8,5,0.0,130.5,28.26,High,Nora Preis,Central Asia,IN-2014-71907,APAC
2014-10-01T00:00:00.000Z,First Class,Corporate,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Paper,Xerox 1882,167.94,3,0.0,82.2906,28.19,Critical,Matt Collister,West,CA-2014-147452,United States
2013-12-25T00:00:00.000Z,Second Class,Consumer,WIESBADEN,Hesse,GERMANY,EU,Central,Office Supplies,Binders,"Acco Binding Machine, Clear",101.1,2,0.0,11.1,28.15,Critical,Anna Andreadi,Central,ES-2013-3988133,EU
2014-04-28T00:00:00.000Z,Standard Class,Home Office,MONTEREAU-FAULT-YONNE,Ile-de-France,FRANCE,EU,Central,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",439.344,4,0.1,63.384,27.98,High,Anna Andreadi,Central,ES-2014-2769035,EU
2014-01-31T00:00:00.000Z,First Class,Consumer,SAN CRISTÓBAL DE LAS CASAS,Chiapas,MEXICO,LATAM,North,Furniture,Chairs,"Hon Swivel Stool, Black",257.952,3,0.2,22.512,27.91,Medium,Jack Lebron,North,MX-2014-147599,LATAM
2014-08-16T00:00:00.000Z,Standard Class,Consumer,CESENA,Emilia-Romagna,ITALY,EU,South,Office Supplies,Storage,"Fellowes Lockers, Industrial",498.744,4,0.4,33.1439999999999,27.9,Medium,Chuck Magee,South,ES-2014-5389384,EU
2014-10-31T00:00:00.000Z,Standard Class,Home Office,HAMAMATSU,Shizuoka,JAPAN,APAC,North Asia,Technology,Copiers,"Hewlett Personal Copier, High-Speed",427.41,3,0.0,4.23,27.77,Medium,Shirley Daniels,North Asia,IN-2014-10979,APAC
2013-09-12T00:00:00.000Z,Standard Class,Consumer,ORIZABA,Veracruz,MEXICO,LATAM,North,Technology,Copiers,"Hewlett Ink, High-Speed",195.44832,2,0.002,17.20832,27.74,Medium,Jack Lebron,North,MX-2013-159100,LATAM
2013-09-27T00:00:00.000Z,Standard Class,Corporate,VERSAILLES,Ile-de-France,FRANCE,EU,Central,Technology,Phones,"Apple Speaker Phone, with Caller ID",314.415,3,0.15,36.945,27.51,Medium,Anna Andreadi,Central,ES-2013-5246151,EU
2014-01-03T00:00:00.000Z,Second Class,Corporate,SANTA CATARINA,Nuevo León,MEXICO,LATAM,North,Office Supplies,Art,"Sanford Sketch Pad, Water Color",129.76,4,0.0,60.96,27.31,Critical,Jack Lebron,North,MX-2014-145429,LATAM
2014-05-30T00:00:00.000Z,Second Class,Consumer,CÓRDOBA,Veracruz,MEXICO,LATAM,North,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",219.456,3,0.2,24.636,27.3,Medium,Jack Lebron,North,MX-2014-139367,LATAM
2013-01-04T00:00:00.000Z,Standard Class,Corporate,GAP,Provence-Alpes-Côte d'Azur,FRANCE,EU,Central,Office Supplies,Appliances,"KitchenAid Stove, Silver",1027.62,2,0.1,296.82,27.29,Medium,Anna Andreadi,Central,ES-2013-2645491,EU
2014-04-18T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058,27.16,Medium,Matt Collister,West,CA-2014-128965,United States
2014-11-26T00:00:00.000Z,Second Class,Corporate,HASSELT,Limburg,BELGIUM,EU,Central,Office Supplies,Supplies,"Kleencut Scissors, High Speed",111.45,5,0.0,34.5,27.1,Critical,Anna Andreadi,Central,ES-2014-1006842,EU
2013-10-14T00:00:00.000Z,Standard Class,Corporate,TUXTLA GUTIÉRREZ,Chiapas,MEXICO,LATAM,North,Furniture,Furnishings,"Tenex Frame, Duo Pack",308.112,7,0.4,-128.408,27.08,High,Jack Lebron,North,MX-2013-110135,LATAM
2014-10-06T00:00:00.000Z,Standard Class,Corporate,CHICO,California,UNITED STATES,US,West,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356,27.04,Medium,Matt Collister,West,CA-2014-131807,United States
2014-05-26T00:00:00.000Z,First Class,Consumer,DEWAS,Madhya Pradesh,INDIA,APAC,Central Asia,Technology,Copiers,"Canon Personal Copier, Color",144.18,1,0.0,18.72,27.01,Critical,Nora Preis,Central Asia,IN-2014-14003,APAC
2013-05-17T00:00:00.000Z,First Class,Corporate,ROCKHAMPTON,Queensland,AUSTRALIA,APAC,Oceania,Furniture,Furnishings,"Tenex Light Bulb, Erganomic",126.36,8,0.1,-5.64,26.89,High,Anthony Jacobs,Oceania,IN-2013-18497,APAC
2013-09-16T00:00:00.000Z,Standard Class,Home Office,VILLEMOMBLE,Ile-de-France,FRANCE,EU,Central,Technology,Accessories,"Memorex Keyboard, Bluetooth",214.02,3,0.0,29.88,26.87,High,Anna Andreadi,Central,ES-2013-3159008,EU
2013-09-19T00:00:00.000Z,Second Class,Consumer,HERMOSILLO,Sonora,MEXICO,LATAM,North,Technology,Accessories,"Belkin Memory Card, Programmable",232.62,3,0.0,106.98,26.87,High,Jack Lebron,North,MX-2013-118402,LATAM
2013-03-01T00:00:00.000Z,Standard Class,Corporate,SANMING,Fujian,CHINA,APAC,North Asia,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic",383.13,9,0.0,179.82,26.6,Medium,Shirley Daniels,North Asia,IN-2013-51775,APAC
2014-09-05T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0.0,65.355,26.6,High,Matt Collister,West,CA-2014-141929,United States
2013-12-12T00:00:00.000Z,Same Day,Consumer,ANAHEIM,California,UNITED STATES,US,West,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4,0.0,25.1916,26.49,Critical,Matt Collister,West,CA-2013-165330,United States
2013-05-11T00:00:00.000Z,First Class,Consumer,TOKYO,Tokyo,JAPAN,APAC,North Asia,Office Supplies,Supplies,"Elite Trimmer, Steel",287.49,7,0.0,114.87,26.48,Medium,Shirley Daniels,North Asia,IN-2013-19071,APAC
2013-05-29T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0.0,78.672,26.48,Low,Matt Collister,West,CA-2013-134803,United States
2014-10-29T00:00:00.000Z,Standard Class,Consumer,SURUBIM,Pernambuco,BRAZIL,LATAM,South,Office Supplies,Appliances,"Hamilton Beach Stove, Black",288.944,2,0.6,-382.856,26.29,High,Chuck Magee,South,US-2014-160745,LATAM
2013-08-22T00:00:00.000Z,Standard Class,Consumer,TOKYO,Tokyo,JAPAN,APAC,North Asia,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",212.22,6,0.0,46.62,26.22,Medium,Shirley Daniels,North Asia,IN-2013-17699,APAC
2014-05-16T00:00:00.000Z,First Class,Home Office,MARSEILLE,Provence-Alpes-Côte d'Azur,FRANCE,EU,Central,Office Supplies,Supplies,"Acme Letter Opener, Steel",118.44,4,0.0,48.48,26.2,High,Anna Andreadi,Central,ES-2014-4856325,EU
2013-10-31T00:00:00.000Z,Second Class,Consumer,XIANNING,Hubei,CHINA,APAC,North Asia,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",220.65,5,0.0,70.5,26.2,High,Shirley Daniels,North Asia,ID-2013-67693,APAC
2014-12-08T00:00:00.000Z,First Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Technology,Phones,Cisco SPA301,374.376,3,0.2,46.797,26.19,High,Matt Collister,West,CA-2014-137099,United States
2013-11-02T00:00:00.000Z,Standard Class,Home Office,SALEM,Virginia,UNITED STATES,US,South,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0.0,118.3413,26.12,High,Chuck Magee,South,CA-2013-159212,United States
2013-08-29T00:00:00.000Z,Second Class,Corporate,ZHUHAI,Guangdong,CHINA,APAC,North Asia,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",173.79,3,0.0,53.82,26.06,High,Shirley Daniels,North Asia,IN-2013-64977,APAC
2013-08-30T00:00:00.000Z,Standard Class,Corporate,SANTA ANA,Santa Ana,EL SALVADOR,LATAM,Central,Technology,Copiers,"HP Fax and Copier, High-Speed",341.49564,3,0.002,146.43564,26.04,Medium,Anna Andreadi,Central,MX-2013-167213,LATAM
2014-08-07T00:00:00.000Z,Second Class,Consumer,LONDON,England,UNITED KINGDOM,EU,North,Office Supplies,Binders,"Acco Binding Machine, Durable",283.986,6,0.1,44.046,26.0,Medium,Jack Lebron,North,ES-2014-1182889,EU
2013-10-28T00:00:00.000Z,Second Class,Consumer,HAMPTON,Virginia,UNITED STATES,US,South,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0.0,75.6548,25.93,Medium,Chuck Magee,South,CA-2013-120873,United States
2013-09-30T00:00:00.000Z,Standard Class,Home Office,HYDERABAD,Sindh,PAKISTAN,APAC,Central Asia,Technology,Accessories,"Belkin Router, Erganomic",641.4,5,0.5,-423.45,25.91,Medium,Nora Preis,Central Asia,ID-2013-51446,APAC
2014-03-11T00:00:00.000Z,Second Class,Consumer,DHAKA,Dhaka,BANGLADESH,APAC,Central Asia,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",231.15,5,0.0,85.5,25.88,High,Nora Preis,Central Asia,IN-2014-75470,APAC
2013-03-04T00:00:00.000Z,Standard Class,Consumer,NEWARK,Delaware,UNITED STATES,US,East,Technology,Phones,Pyle PMP37LED,479.95,5,0.0,129.5865,25.8,Medium,Kelly Williams,East,CA-2013-112123,United States
2013-03-23T00:00:00.000Z,Same Day,Consumer,SEATTLE,Washington,UNITED STATES,US,West,Furniture,Chairs,"Global Stack Chair with Arms, Black",167.888,7,0.2,14.6902,25.78,Medium,Matt Collister,West,CA-2013-118899,United States
2014-10-09T00:00:00.000Z,Standard Class,Consumer,BEIJING,Beijing,CHINA,APAC,North Asia,Office Supplies,Storage,"Tenex Shelving, Wire Frame",214.92,4,0.0,36.48,25.73,High,Shirley Daniels,North Asia,IN-2014-66573,APAC
2013-12-25T00:00:00.000Z,Standard Class,Home Office,CUERNAVACA,Morelos,MEXICO,LATAM,North,Office Supplies,Storage,"Eldon Lockers, Wire Frame",656.6,5,0.0,223.2,25.71,Medium,Jack Lebron,North,MX-2013-159114,LATAM
2013-08-29T00:00:00.000Z,Standard Class,Consumer,JOÃO PESSOA,Paraíba,BRAZIL,LATAM,South,Technology,Copiers,"HP Ink, Digital",170.77776,2,0.002,57.81776,25.61,High,Chuck Magee,South,MX-2013-111010,LATAM
2014-12-25T00:00:00.000Z,Standard Class,Corporate,OLDENBURG,Lower Saxony,GERMANY,EU,Central,Office Supplies,Binders,"Acco Binding Machine, Economy",408.72,8,0.0,118.32,25.6,Medium,Anna Andreadi,Central,ES-2014-2524646,EU
2014-05-08T00:00:00.000Z,Standard Class,Home Office,CRICIÚMA,Santa Catarina,BRAZIL,LATAM,South,Furniture,Chairs,"Novimex Bag Chairs, Black",203.14,7,0.0,89.32,25.53,High,Chuck Magee,South,MX-2014-135328,LATAM
2014-12-24T00:00:00.000Z,Standard Class,Consumer,BERLIN,Berlin,GERMANY,EU,Central,Technology,Phones,"Samsung Headset, with Caller ID",461.16,7,0.1,-25.62,25.35,Medium,Anna Andreadi,Central,ES-2014-2385129,EU
2014-11-27T00:00:00.000Z,First Class,Consumer,UTRECHT,Utrecht,NETHERLANDS,EU,Central,Furniture,Bookcases,"Safco Corner Shelving, Metal",521.22,7,0.5,-260.61,25.34,High,Anna Andreadi,Central,ES-2014-4535588,EU
2013-06-05T00:00:00.000Z,Same Day,Consumer,DUISBURG,North Rhine-Westphalia,GERMANY,EU,Central,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",91.95,5,0.0,4.5,25.3,Critical,Anna Andreadi,Central,IT-2013-3395178,EU
2014-06-05T00:00:00.000Z,Second Class,Consumer,TEGUCIGALPA,Francisco Morazán,HONDURAS,LATAM,Central,Office Supplies,Appliances,"Hoover Microwave, Silver",371.268,3,0.4,-61.932,25.24,Medium,Anna Andreadi,Central,US-2014-103828,United States
2013-12-12T00:00:00.000Z,Same Day,Consumer,ANAHEIM,California,UNITED STATES,US,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,9,0.2,39.8736,25.21,Critical,Matt Collister,West,CA-2013-165330,United States
2013-10-22T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3,0.2,12.1068,25.16,Medium,Matt Collister,West,CA-2013-161746,United States
2014-06-25T00:00:00.000Z,Standard Class,Consumer,BARCELONA,Catalonia,SPAIN,EU,South,Furniture,Furnishings,"Tenex Clock, Erganomic",342.09,7,0.0,153.93,25.13,Medium,Chuck Magee,South,ES-2014-2042578,EU
2013-11-11T00:00:00.000Z,Standard Class,Consumer,HANOI,Thủ Dô Hà Nội,VIETNAM,APAC,Southeast Asia,Technology,Copiers,"Hewlett Ink, Digital",186.8832,2,0.37,8.86320000000001,25.01,Medium,Alejandro Ballentine,Southeast Asia,IN-2013-19645,APAC
2014-07-10T00:00:00.000Z,Standard Class,Home Office,LAFAYETTE,Indiana,UNITED STATES,US,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.587,24.92,Medium,Anna Andreadi,Central,CA-2014-145128,United States
2014-11-21T00:00:00.000Z,Standard Class,Consumer,ZUNYI,Guizhou,CHINA,APAC,North Asia,Furniture,Furnishings,"Deflect-O Photo Frame, Black",155.7,3,0.0,13.95,24.85,High,Shirley Daniels,North Asia,IN-2014-17615,APAC
2013-04-09T00:00:00.000Z,First Class,Corporate,MANUKAU CITY,Auckland,NEW ZEALAND,APAC,Oceania,Technology,Accessories,"SanDisk Memory Card, Erganomic",132.264,2,0.4,-68.376,24.85,High,Anthony Jacobs,Oceania,ID-2013-85074,APAC
2014-03-18T00:00:00.000Z,Second Class,Corporate,CHELLES,Ile-de-France,FRANCE,EU,Central,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",117.0,6,0.0,17.46,24.72,Critical,Anna Andreadi,Central,IT-2014-4499061,EU
2013-03-04T00:00:00.000Z,Standard Class,Consumer,NEWARK,Delaware,UNITED STATES,US,East,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,24.68,Medium,Kelly Williams,East,CA-2013-112123,United States
2013-11-12T00:00:00.000Z,First Class,Consumer,MEXICO CITY,Distrito Federal,MEXICO,LATAM,North,Office Supplies,Supplies,"Acme Trimmer, Steel",87.96,3,0.0,35.16,24.66,High,Jack Lebron,North,MX-2013-111073,LATAM
2014-03-04T00:00:00.000Z,Standard Class,Corporate,INNSBRUCK,Tyrol,AUSTRIA,EU,Central,Technology,Phones,"Motorola Speaker Phone, Cordless",265.26,2,0.0,13.26,24.66,High,Anna Andreadi,Central,ES-2014-1325616,EU
2013-02-07T00:00:00.000Z,Standard Class,Consumer,HUAINAN,Anhui,CHINA,APAC,North Asia,Technology,Phones,"Motorola Headset, with Caller ID",398.7,5,0.0,87.6,24.6,Medium,Shirley Daniels,North Asia,ID-2013-23495,APAC
2014-09-27T00:00:00.000Z,Standard Class,Corporate,TEPIC,Nayarit,MEXICO,LATAM,North,Technology,Copiers,"Hewlett Wireless Fax, Laser",505.90616,2,0.002,14.18616,24.45,Medium,Jack Lebron,North,US-2014-142706,LATAM
